AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,11-9199,"Managers, All Other",detailed,"7,620",5.7,,,0.27,6,50.33,"104,690",2.6,22.14,29.03,45.74,62.98,90.50,"46,060","60,390","95,140","130,990","188,240",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-0000,Business and Financial Operations Occupations,major,"192,040",2.4,,,6.74,68,34.59,"71,940",1.1,15.42,18.59,28.91,43.92,61.53,"32,070","38,670","60,130","91,360","127,990",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1000,Business Operations Specialists,minor,"171,150",2.6,,,6.01,66,34.33,"71,400",1.2,14.71,18.37,27.83,42.66,61.73,"30,590","38,210","57,880","88,740","128,400",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1020,Buyers and Purchasing Agents,broad,"5,050",9.0,,,0.18,5,29.24,"60,820",3.2,14.35,18.25,23.76,36.98,47.35,"29,850","37,970","49,410","76,920","98,490",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1020,Buyers and Purchasing Agents,detailed,"5,050",9.0,,,0.18,5,29.24,"60,820",3.2,14.35,18.25,23.76,36.98,47.35,"29,850","37,970","49,410","76,920","98,490",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1030,"Claims Adjusters, Appraisers, Examiners, and Investigators",broad,"3,460",26.0,,,0.12,2,25.13,"52,260",11.5,13.20,14.69,23.42,37.73,38.48,"27,460","30,550","48,710","78,470","80,040",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,"3,460",26.0,,,0.12,2,25.13,"52,260",11.5,13.20,14.69,23.42,37.73,38.48,"27,460","30,550","48,710","78,470","80,040",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1040,Compliance Officers,broad,"3,470",7.9,,,0.12,3,31.83,"66,210",2.5,17.74,20.44,29.02,38.31,49.75,"36,890","42,520","60,360","79,680","103,480",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1041,Compliance Officers,detailed,"3,470",7.9,,,0.12,3,31.83,"66,210",2.5,17.74,20.44,29.02,38.31,49.75,"36,890","42,520","60,360","79,680","103,480",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1050,Cost Estimators,broad,390,26.5,,,0.01,1,37.01,"76,970",8.6,18.21,23.86,34.15,49.63,56.90,"37,890","49,620","71,030","103,230","118,350",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1051,Cost Estimators,detailed,390,26.5,,,0.01,1,37.01,"76,970",8.6,18.21,23.86,34.15,49.63,56.90,"37,890","49,620","71,030","103,230","118,350",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1070,Human Resources Workers,broad,"80,450",3.4,,,2.82,51,26.76,"55,650",2.8,14.45,17.95,22.78,29.43,42.66,"30,050","37,340","47,380","61,220","88,740",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1071,Human Resources Specialists,detailed,"80,140",3.5,,,2.81,51,26.75,"55,640",2.8,14.45,17.95,22.78,29.42,42.50,"30,050","37,340","47,380","61,190","88,390",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1075,Labor Relations Specialists,detailed,310,15.9,,,0.01,~,28.26,"58,780",6.2,14.13,18.08,28.52,37.24,46.88,"29,380","37,600","59,330","77,450","97,510",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1080,Logisticians and Project Management Specialists,broad,"24,480",4.3,,,0.86,12,52.78,"109,790",1.4,22.87,35.85,49.09,63.20,79.54,"47,570","74,570","102,120","131,460","165,450",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1081,Logisticians,detailed,"1,920",7.1,,,0.07,2,28.11,"58,470",3.0,16.25,17.95,22.90,30.86,48.27,"33,810","37,330","47,640","64,200","100,390",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1082,Project Management Specialists,detailed,"22,560",4.6,,,0.79,12,54.89,"114,160",1.4,23.90,37.38,55.15,64.32,79.96,"49,710","77,750","114,720","133,780","166,310",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1110,Management Analysts,broad,"13,480",8.3,,,0.47,10,50.01,"104,020",2.9,21.98,29.26,44.50,61.11,83.35,"45,710","60,850","92,560","127,120","173,360",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1111,Management Analysts,detailed,"13,480",8.3,,,0.47,10,50.01,"104,020",2.9,21.98,29.26,44.50,61.11,83.35,"45,710","60,850","92,560","127,120","173,360",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1120,"Meeting, Convention, and Event Planners",broad,"1,280",32.1,,,0.04,1,25.33,"52,680",8.0,14.49,17.80,21.83,29.68,46.26,"30,130","37,020","45,400","61,730","96,230",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1121,"Meeting, Convention, and Event Planners",detailed,"1,280",32.1,,,0.04,1,25.33,"52,680",8.0,14.49,17.80,21.83,29.68,46.26,"30,130","37,020","45,400","61,730","96,230",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1130,Fundraisers,broad,300,47.9,,,0.01,~,18.39,"38,250",3.4,15.46,17.80,18.25,18.32,23.03,"32,150","37,020","37,970","38,100","47,890",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1131,Fundraisers,detailed,300,47.9,,,0.01,~,18.39,"38,250",3.4,15.46,17.80,18.25,18.32,23.03,"32,150","37,020","37,970","38,100","47,890",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1140,"Compensation, Benefits, and Job Analysis Specialists",broad,"1,890",18.2,,,0.07,2,33.84,"70,380",7.7,16.16,18.69,29.57,44.50,60.54,"33,610","38,870","61,500","92,560","125,930",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,"1,890",18.2,,,0.07,2,33.84,"70,380",7.7,16.16,18.69,29.57,44.50,60.54,"33,610","38,870","61,500","92,560","125,930",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1150,Training and Development Specialists,broad,"5,280",11.4,,,0.19,5,32.36,"67,300",4.7,14.27,18.59,29.02,37.92,59.50,"29,690","38,660","60,360","78,870","123,770",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1151,Training and Development Specialists,detailed,"5,280",11.4,,,0.19,5,32.36,"67,300",4.7,14.27,18.59,29.02,37.92,59.50,"29,690","38,660","60,360","78,870","123,770",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1160,Market Research Analysts and Marketing Specialists,broad,"8,080",6.0,,,0.28,8,37.22,"77,430",1.9,17.80,22.99,30.51,47.35,67.23,"37,020","47,820","63,450","98,490","139,830",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1161,Market Research Analysts and Marketing Specialists,detailed,"8,080",6.0,,,0.28,8,37.22,"77,430",1.9,17.80,22.99,30.51,47.35,67.23,"37,020","47,820","63,450","98,490","139,830",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1190,Miscellaneous Business Operations Specialists,broad,"23,540",6.1,,,0.83,14,34.98,"72,760",3.1,14.42,18.56,29.07,46.26,62.02,"30,000","38,610","60,470","96,230","129,010",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-1199,"Business Operations Specialists, All Other",detailed,"23,540",6.1,,,0.83,14,34.98,"72,760",3.1,14.42,18.56,29.07,46.26,62.02,"30,000","38,610","60,470","96,230","129,010",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-2000,Financial Specialists,minor,"20,890",6.0,,,0.73,14,36.68,"76,300",2.0,18.30,23.37,30.82,46.69,60.95,"38,070","48,600","64,100","97,120","126,780",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-2010,Accountants and Auditors,broad,"14,660",7.5,,,0.51,11,36.45,"75,810",2.6,18.35,23.48,30.75,46.43,60.56,"38,160","48,830","63,960","96,570","125,960",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-2011,Accountants and Auditors,detailed,"14,660",7.5,,,0.51,11,36.45,"75,810",2.6,18.35,23.48,30.75,46.43,60.56,"38,160","48,830","63,960","96,570","125,960",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-2020,Property Appraisers and Assessors,broad,30,48.1,,,0.00,~,29.40,"61,140",20.6,18.17,22.91,24.19,29.42,46.37,"37,800","47,650","50,320","61,190","96,440",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-2020,Property Appraisers and Assessors,detailed,30,48.1,,,0.00,~,29.40,"61,140",20.6,18.17,22.91,24.19,29.42,46.37,"37,800","47,650","50,320","61,190","96,440",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-2030,Budget Analysts,broad,370,22.4,,,0.01,1,35.91,"74,680",14.1,22.72,28.19,37.03,44.67,49.37,"47,250","58,640","77,020","92,920","102,700",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-2031,Budget Analysts,detailed,370,22.4,,,0.01,1,35.91,"74,680",14.1,22.72,28.19,37.03,44.67,49.37,"47,250","58,640","77,020","92,920","102,700",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-2040,Credit Analysts,broad,210,17.3,,,0.01,~,27.81,"57,850",4.8,17.94,20.35,23.38,29.24,38.93,"37,320","42,320","48,630","60,820","80,970",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-2041,Credit Analysts,detailed,210,17.3,,,0.01,~,27.81,"57,850",4.8,17.94,20.35,23.38,29.24,38.93,"37,320","42,320","48,630","60,820","80,970",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-2050,Financial Analysts and Advisors,broad,"3,990",8.4,,,0.14,4,40.80,"84,870",3.5,21.31,28.26,37.38,47.97,62.43,"44,310","58,780","77,750","99,790","129,850",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-2051,Financial and Investment Analysts,detailed,"3,140",9.9,,,0.11,3,41.60,"86,530",3.5,22.86,29.27,37.38,48.78,62.43,"47,550","60,870","77,750","101,450","129,850",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-2052,Personal Financial Advisors,detailed,**,**,,,**,**,51.00,"106,070",28.1,21.01,22.16,57.42,74.21,83.00,"43,700","46,100","119,430","154,350","172,650",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-2053,Insurance Underwriters,detailed,280,32.4,,,0.01,~,30.21,"62,830",12.7,14.36,17.73,35.71,37.76,47.07,"29,860","36,870","74,290","78,540","97,900",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-2054,Financial Risk Specialists,detailed,520,14.8,,,0.02,1,40.53,"84,310",3.5,22.08,25.43,30.27,47.82,74.94,"45,920","52,890","62,950","99,470","155,880",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-2060,Financial Examiners,broad,**,**,,,**,**,42.26,"87,890",8.1,17.02,18.24,43.44,50.01,97.88,"35,390","37,940","90,340","104,030","203,590",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-2061,Financial Examiners,detailed,**,**,,,**,**,42.26,"87,890",8.1,17.02,18.24,43.44,50.01,97.88,"35,390","37,940","90,340","104,030","203,590",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-2070,Credit Counselors and Loan Officers,broad,550,19.1,,,0.02,1,32.56,"67,720",15.1,14.97,18.29,22.99,36.98,60.02,"31,140","38,040","47,810","76,920","124,840",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-2071,Credit Counselors,detailed,70,29.2,,,0.00,~,27.90,"58,040",8.7,18.08,18.64,22.42,36.51,46.40,"37,600","38,780","46,640","75,940","96,520",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-2072,Loan Officers,detailed,480,21.0,,,0.02,~,33.27,"69,200",17.0,14.64,17.87,23.25,36.98,64.57,"30,460","37,160","48,370","76,920","134,310",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",broad,100,47.5,,,0.00,~,23.70,"49,290",9.9,14.00,14.00,22.55,30.01,38.38,"29,110","29,120","46,910","62,410","79,830",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-2082,Tax Preparers,detailed,100,47.5,,,0.00,~,23.70,"49,290",9.9,14.00,14.00,22.55,30.01,38.38,"29,110","29,120","46,910","62,410","79,830",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-2090,Miscellaneous Financial Specialists,broad,940,13.0,,,0.03,1,28.97,"60,250",4.5,17.94,18.08,22.92,33.22,47.44,"37,320","37,610","47,680","69,090","98,680",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,13-2099,"Financial Specialists, All Other",detailed,940,13.0,,,0.03,1,28.97,"60,250",4.5,17.94,18.08,22.92,33.22,47.44,"37,320","37,610","47,680","69,090","98,680",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-0000,Computer and Mathematical Occupations,major,"142,010",3.6,,,4.98,30,44.60,"92,760",1.3,17.93,23.06,38.53,61.11,78.35,"37,280","47,960","80,140","127,110","162,970",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-1200,Computer Occupations,minor,"138,050",3.7,,,4.84,29,44.66,"92,900",1.4,17.91,23.05,38.54,61.11,78.42,"37,260","47,950","80,150","127,110","163,110",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-1210,Computer and Information Analysts,broad,"20,860",5.8,,,0.73,10,51.32,"106,740",1.8,23.01,36.05,47.90,62.14,79.36,"47,860","74,980","99,640","129,240","165,070",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-1211,Computer Systems Analysts,detailed,"16,150",6.8,,,0.57,8,52.52,"109,240",2.3,23.17,36.20,48.41,62.85,79.57,"48,190","75,290","100,690","130,730","165,500",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-1212,Information Security Analysts,detailed,"4,710",5.9,,,0.17,4,47.19,"98,160",2.8,22.78,29.77,45.80,60.96,77.27,"47,380","61,920","95,270","126,790","160,730",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-1220,Computer and Information Research Scientists,broad,**,**,,,**,**,62.10,"129,160",17.6,30.56,30.56,78.08,78.84,78.84,"63,560","63,570","162,410","163,980","163,980",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-1221,Computer and Information Research Scientists,detailed,**,**,,,**,**,62.10,"129,160",17.6,30.56,30.56,78.08,78.84,78.84,"63,560","63,570","162,410","163,980","163,980",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-1230,Computer Support Specialists,broad,"41,200",4.4,,,1.45,14,24.53,"51,010",1.3,14.43,17.80,22.62,28.68,37.22,"30,010","37,020","47,040","59,650","77,410",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-1231,Computer Network Support Specialists,detailed,"4,640",7.2,,,0.16,3,33.36,"69,400",2.2,17.80,22.53,29.02,41.76,56.94,"37,020","46,860","60,360","86,870","118,440",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-1232,Computer User Support Specialists,detailed,"36,550",4.7,,,1.28,13,23.40,"48,680",1.5,14.32,17.80,22.44,27.33,35.82,"29,790","37,020","46,680","56,840","74,500",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-1240,Database and Network Administrators and Architects,broad,"22,600",5.2,,,0.79,10,52.34,"108,860",1.8,23.30,36.05,48.02,62.40,79.49,"48,460","74,980","99,880","129,800","165,340",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-1241,Computer Network Architects,detailed,"9,600",6.8,,,0.34,5,55.34,"115,110",1.9,23.34,37.61,55.17,72.82,79.85,"48,550","78,230","114,760","151,470","166,080",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-1242,Database Administrators,detailed,"2,110",9.0,,,0.07,2,49.27,"102,480",2.4,22.91,30.81,48.40,61.96,77.19,"47,650","64,080","100,680","128,880","160,550",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-1243,Database Architects,detailed,"1,430",7.6,,,0.05,2,63.93,"132,980",3.0,36.26,47.26,61.39,78.55,#,"75,410","98,300","127,690","163,380",#,,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-1244,Network and Computer Systems Administrators,detailed,"9,460",6.1,,,0.33,6,48.21,"100,280",3.5,22.72,29.58,45.51,60.54,77.33,"47,270","61,520","94,650","125,930","160,850",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-1250,"Software and Web Developers, Programmers, and Testers",broad,"44,760",4.7,,,1.57,15,55.45,"115,340",1.5,29.33,38.54,53.35,63.21,79.55,"61,000","80,150","110,970","131,470","165,460",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-1251,Computer Programmers,detailed,"2,530",11.9,,,0.09,2,57.72,"120,050",5.8,30.38,45.91,58.05,63.15,79.68,"63,200","95,490","120,740","131,340","165,740",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-1252,Software Developers,detailed,"30,030",5.5,,,1.05,11,58.72,"122,140",1.6,34.44,45.86,59.35,73.06,80.04,"71,640","95,380","123,450","151,960","166,480",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-1253,Software Quality Assurance Analysts and Testers,detailed,"8,170",6.7,,,0.29,5,45.21,"94,050",2.7,22.60,29.42,45.80,58.23,66.34,"47,000","61,200","95,270","121,130","137,980",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-1254,Web Developers,detailed,"2,180",13.1,,,0.08,2,53.37,"111,000",5.2,29.11,38.41,48.92,62.34,77.53,"60,550","79,890","101,750","129,670","161,270",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-1255,Web and Digital Interface Designers,detailed,"1,850",13.1,,,0.07,1,46.95,"97,650",3.1,22.74,31.34,45.57,60.74,77.33,"47,290","65,190","94,780","126,330","160,850",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-1290,Miscellaneous Computer Occupations,broad,"8,050",10.0,,,0.28,5,47.68,"99,180",5.5,18.43,23.68,38.15,62.85,78.76,"38,340","49,250","79,340","130,730","163,830",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-1299,"Computer Occupations, All Other",detailed,"8,050",10.0,,,0.28,5,47.68,"99,180",5.5,18.43,23.68,38.15,62.85,78.76,"38,340","49,250","79,340","130,730","163,830",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-2000,Mathematical Science Occupations,minor,"3,960",7.5,,,0.14,3,42.24,"87,850",3.0,17.99,23.43,37.53,55.98,75.34,"37,420","48,730","78,060","116,440","156,710",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-2030,Operations Research Analysts,broad,"1,750",13.9,,,0.06,1,37.89,"78,800",5.3,16.74,22.64,36.01,47.64,67.16,"34,820","47,090","74,910","99,100","139,700",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-2031,Operations Research Analysts,detailed,"1,750",13.9,,,0.06,1,37.89,"78,800",5.3,16.74,22.64,36.01,47.64,67.16,"34,820","47,090","74,910","99,100","139,700",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-2040,Statisticians,broad,480,17.0,,,0.02,1,43.92,"91,350",5.3,19.96,23.17,37.46,57.96,78.26,"41,520","48,190","77,910","120,550","162,770",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-2041,Statisticians,detailed,480,17.0,,,0.02,1,43.92,"91,350",5.3,19.96,23.17,37.46,57.96,78.26,"41,520","48,190","77,910","120,550","162,770",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-2050,Data Scientists,broad,"1,600",10.8,,,0.06,2,46.22,"96,140",3.4,22.96,29.28,38.18,59.79,78.26,"47,760","60,910","79,410","124,370","162,770",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-2051,Data Scientists,detailed,"1,600",10.8,,,0.06,2,46.22,"96,140",3.4,22.96,29.28,38.18,59.79,78.26,"47,760","60,910","79,410","124,370","162,770",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-2090,Miscellaneous Mathematical Science Occupations,broad,90,32.2,,,0.00,~,32.85,"68,320",5.6,18.33,23.24,30.06,36.91,46.68,"38,120","48,340","62,520","76,760","97,090",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,15-2099,"Mathematical Science Occupations, All Other",detailed,90,32.2,,,0.00,~,32.85,"68,320",5.6,18.33,23.24,30.06,36.91,46.68,"38,120","48,340","62,520","76,760","97,090",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-0000,Architecture and Engineering Occupations,major,"50,660",4.8,,,1.78,16,39.28,"81,700",1.7,18.46,23.34,35.80,47.76,62.99,"38,390","48,550","74,460","99,340","131,030",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-1000,"Architects, Surveyors, and Cartographers",minor,"1,710",12.3,,,0.06,1,35.58,"74,000",4.7,14.27,22.90,29.28,38.54,58.78,"29,690","47,630","60,890","80,170","122,270",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-1010,"Architects, Except Naval",broad,"1,280",14.9,,,0.05,1,39.53,"82,230",4.8,21.28,26.39,31.56,47.44,72.06,"44,270","54,900","65,640","98,680","149,880",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-1011,"Architects, Except Landscape and Naval",detailed,"1,280",15.0,,,0.04,1,39.18,"81,480",4.9,21.28,26.32,31.17,46.55,67.15,"44,270","54,740","64,840","96,820","139,670",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-1020,"Surveyors, Cartographers, and Photogrammetrists",broad,430,18.3,,,0.01,~,23.66,"49,220",7.5,13.95,17.15,20.23,29.59,37.20,"29,010","35,670","42,080","61,540","77,380",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-1021,Cartographers and Photogrammetrists,detailed,**,**,,,**,**,33.02,"68,670",5.6,24.05,29.68,35.95,37.20,38.16,"50,030","61,730","74,770","77,380","79,380",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-1022,Surveyors,detailed,370,20.3,,,0.01,~,22.30,"46,380",6.3,13.95,16.07,17.90,28.42,35.94,"29,010","33,430","37,240","59,100","74,750",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-2000,Engineers,minor,"30,900",5.4,,,1.08,13,45.95,"95,580",1.7,22.87,29.56,38.69,58.76,78.08,"47,580","61,480","80,480","122,220","162,410",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-2010,Aerospace Engineers,broad,510,25.3,,,0.02,1,62.99,"131,030",9.2,29.28,46.00,63.03,79.01,92.44,"60,900","95,680","131,100","164,340","192,270",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-2011,Aerospace Engineers,detailed,510,25.3,,,0.02,1,62.99,"131,030",9.2,29.28,46.00,63.03,79.01,92.44,"60,900","95,680","131,100","164,340","192,270",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-2030,Bioengineers and Biomedical Engineers,broad,80,22.8,,,0.00,~,44.22,"91,980",10.4,23.03,29.39,37.33,58.15,73.03,"47,910","61,130","77,650","120,950","151,900",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-2031,Bioengineers and Biomedical Engineers,detailed,80,22.8,,,0.00,~,44.22,"91,980",10.4,23.03,29.39,37.33,58.15,73.03,"47,910","61,130","77,650","120,950","151,900",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-2040,Chemical Engineers,broad,400,31.5,,,0.01,~,51.49,"107,090",4.9,28.36,37.38,45.95,61.49,78.73,"58,980","77,750","95,580","127,890","163,750",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-2041,Chemical Engineers,detailed,400,31.5,,,0.01,~,51.49,"107,090",4.9,28.36,37.38,45.95,61.49,78.73,"58,980","77,750","95,580","127,890","163,750",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-2050,Civil Engineers,broad,"2,600",17.2,,,0.09,2,49.40,"102,750",4.3,22.90,30.15,47.44,61.10,79.00,"47,640","62,710","98,680","127,080","164,320",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-2051,Civil Engineers,detailed,"2,600",17.2,,,0.09,2,49.40,"102,750",4.3,22.90,30.15,47.44,61.10,79.00,"47,640","62,710","98,680","127,080","164,320",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-2060,Computer Hardware Engineers,broad,690,11.6,,,0.02,1,55.67,"115,790",4.4,24.34,38.12,48.50,62.15,92.44,"50,620","79,290","100,880","129,260","192,270",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-2061,Computer Hardware Engineers,detailed,690,11.6,,,0.02,1,55.67,"115,790",4.4,24.34,38.12,48.50,62.15,92.44,"50,620","79,290","100,880","129,260","192,270",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-2070,Electrical and Electronics Engineers,broad,"4,530",7.4,,,0.16,4,52.23,"108,630",2.8,28.39,35.86,47.76,62.79,79.39,"59,060","74,580","99,330","130,600","165,130",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-2071,Electrical Engineers,detailed,"1,860",11.0,,,0.07,2,58.37,"121,400",4.4,26.35,37.19,58.03,78.33,99.01,"54,810","77,350","120,700","162,930","205,950",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-2072,"Electronics Engineers, Except Computer",detailed,"2,680",9.3,,,0.09,3,47.97,"99,770",2.4,28.82,35.46,45.81,58.76,78.76,"59,950","73,760","95,280","122,220","163,820",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-2080,Environmental Engineers,broad,430,28.6,,,0.02,1,42.88,"89,190",13.7,17.31,18.03,35.84,62.34,80.46,"36,000","37,510","74,540","129,660","167,350",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-2081,Environmental Engineers,detailed,430,28.6,,,0.02,1,42.88,"89,190",13.7,17.31,18.03,35.84,62.34,80.46,"36,000","37,510","74,540","129,660","167,350",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-2110,"Industrial Engineers, Including Health and Safety",broad,"7,410",9.0,,,0.26,5,44.76,"93,100",3.0,22.99,29.88,38.56,55.02,70.45,"47,830","62,160","80,210","114,450","146,530",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,**,**,,,**,**,49.74,"103,470",8.8,22.78,38.53,49.39,62.99,78.26,"47,370","80,140","102,740","131,030","162,770",,
99,U.S.,1,US,561320,Temporary Help Services,5-digit,5,17-2112,Industrial Engineers,detailed,"6,820",8.3,,,0.24,4,44.32,"92,190",3.2,23.01,29.67,38.17,50.46,66.89,"47,850","61,710","79,380","104,960","139,120",,
